question_id,query,answer_options,count_quantity,visual_detail_color,brand_logo_ocr_text,spatial_location,audio_speech,temporal_history,multi_user_copresence,external_source_candidate,raw_visual_needed,gaze_relevant,pose_fov_relevant,communication_sensitive,primary_evidence_route,likely_minimal_evidence_route
2026_q0001,At what rate was Cathal charging his car on the last day?,a: 2300w | b: 1700w | c: 800w | d: 1000w,1,0,0,0,0,1,0,0,1,1,0,0,self_raw_frame,self_raw_frame;self_history;auxiliary_modality
2026_q0127,Where is the yellow octopus when Linh is playing chess with Allie?,a: In his back pocket | b: Next to his elbow | c: On his head | d: On the chair behind him,0,1,0,1,0,1,1,1,1,1,1,1,self_raw_frame,self_raw_frame;self_history;self_short_clip;external_user_view;auxiliary_modality
2026_q0128,Where was the dartboard set up?,a: To the left of the main door | b: Above the glass door in the living room | c: On the back wall of the reading room | d: On the door of the fridge,0,0,0,1,0,0,0,0,1,1,1,0,self_raw_frame,self_raw_frame;auxiliary_modality
2026_q0129,Where was the little blue whale plushie hiding on the second day?,"a: In the reading room next to the computer | b: On the living room table, in the flowers | c: In the entryway with the clock | d: In the kitchen with the eggcups",0,1,0,1,0,1,0,0,1,1,1,0,self_raw_frame,self_raw_frame;self_history;auxiliary_modality
2026_q0130,Where was the orange juice concentrate stored after breakfast?,"a: Fridge, 3rd row from top | b: Fridge, top row | c: Fridge door | d: Fridge, 2nd row from top",0,1,0,1,0,1,0,0,1,1,1,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0131,Which cutting board is used by Allie for carrots?,a: White | b: White with print | c: Wooden | d: Red,0,1,0,0,0,0,0,0,1,1,0,0,self_raw_frame,self_raw_frame;auxiliary_modality
2026_q0132,"Which food was eaten during lunch on day 3, because there was a lot of it still there?",a: Eggs | b: Toast | c: Cheese | d: Tomatoes,0,0,0,0,0,1,0,0,1,1,0,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0133,Which food was on the table when lasagna was being served?,a: Zimtstern cookies | b: Salad | c: Toast | d: Croissants,0,0,0,1,0,1,0,0,1,1,1,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0134,Which fruits are in the jam glass with the red lid in the kitchen cabinet?,a: Orange and mandarins | b: Strawberry | c: Berries and cherries | d: Mango and peach,0,1,0,0,0,0,1,1,1,1,0,1,self_raw_frame,self_raw_frame;external_user_view;static_room_source;auxiliary_modality
2026_q0135,Which Happy Quiz topic did no one but Klaus get any points at all on day 2?,a: Kpop | b: Lifelogging researcher | c: Cambodia | d: The bible,0,0,0,0,1,1,0,0,1,1,0,0,self_audio,self_audio;self_history;self_raw_frame;auxiliary_modality
2026_q0136,Which herb was Werner looking for in the fridge for Bjorn?,a: Basil | b: Mint | c: Parsley | d: Coriander,0,0,0,0,0,0,1,1,1,1,0,1,self_raw_frame,self_raw_frame;external_user_view;auxiliary_modality
2026_q0137,Which item did Bjorn hold in his hand when explaining the Vietnamese card game?,a: Buzzer | b: Coaster | c: Fidget spinner | d: Spoon,0,1,0,0,0,1,0,0,1,1,0,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0138,Which movie was not watched?,a: Duck and cover | b: Sintel | c: Elephant's dream | d: Tears of steel,0,0,0,0,0,0,0,0,1,1,0,0,self_raw_frame,self_raw_frame;auxiliary_modality
2026_q0139,Which nearby ingredient was not used when Onanong made pastries?,a: Vinegar | b: Banana | c: Wine | d: Soy sauce,0,0,0,0,0,1,0,0,1,1,0,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0140,Which object was on top of the stack of books when Steven selected a book?,a: Fidget spinner | b: Telephone | c: Pencil | d: Candle,0,1,0,0,0,1,0,0,1,1,0,0,self_raw_frame,self_raw_frame;self_history;self_short_clip;auxiliary_modality
2026_q0141,Which operating system was planned to be installed on the spare laptop?,a: Windows | b: Fedora | c: Ubuntu | d: Macos,0,0,0,0,0,0,0,0,1,1,0,0,self_raw_frame,self_raw_frame;auxiliary_modality
2026_q0142,Who ate the last vanilla lemon cookie?,a: Bjorn | b: Florian | c: Werner | d: Linh,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0143,Who brought a non-working camera to Luca to fix on the first day?,a: Tien | b: Florian | c: Onanong | d: Werner,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0144,Who brought the coffee pot to the table for breakfast on the first day?,a: Klaus | b: Allie | c: Stevan | d: Werner,0,0,0,1,0,1,1,1,1,1,1,1,self_raw_frame,self_raw_frame;self_history;external_user_view;auxiliary_modality
2026_q0145,Who collapsed the first block tower after the trip to the beach?,a: Stevan | b: Luca | c: Bjorn | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0146,Who dealt first in the first game of poker?,a: Onanong | b: Linh | c: Cathal | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0147,Who did not have fried eggs for breakfast on the fourth day?,a: Werner | b: Bao | c: Bjorn | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0148,Who drew the picture that was displayed on the small door of the kitchen fridge on the third day?,a: Cathal | b: Onanong | c: Allie | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view;static_room_source
2026_q0149,Who gave the first presentation for the workshop on the first day?,a: Bjorn | b: Luca | c: Cathal | d: Klaus,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0150,Who got the center piece of lasagna?,a: Florian | b: Linh | c: Allie | d: Luca,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0151,Who had a bandage on their finger?,a: Allie | b: Bao | c: Klaus | d: Luca,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0152,Who had not initially selected steak for the pub dinner?,a: Stevan | b: Allie | c: Werner | d: Bjorn,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0153,Who had the first slice of Christmas cake?,a: Stevan | b: Cathal | c: Allie | d: Werner,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0154,Who helped Allie find the big pot (that Luca used for the rice the day before)?,a: Linh | b: Luca | c: Bao | d: Werner,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0155,Who helped Luca with the eggs in the kitchen while Onanong was playing guitar?,a: Stevan | b: Cathal | c: Allie | d: Tien,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view;static_room_source
2026_q0156,Who helped Werner stock the dishwasher on the afternoon of the last day?,a: Cathal | b: Stevan | c: Bjorn | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0157,Who hid the toy orca on Ononong's person?,a: Bjorn | b: Luca | c: Florian | d: Stevan,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0158,Who made the best guess about how long an average person sleeps in their lifetime?,a: Allie | b: Bjorn | c: Cathal | d: Stevan,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0159,Who made the joke about “avoiding content ID matches” during the Happy Quiz on the first day?,a: Florian | b: Bjorn | c: Allie | d: Cathal,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0160,Who put an orca plushie in Florian's hoodie?,a: Onanong | b: Allie | c: Luca | d: Cathal,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0161,Who put the Christmas tree in the box?,a: Florian | b: Linh | c: Onanong | d: Klaus,0,1,0,0,0,0,1,1,1,1,0,1,self_raw_frame,self_raw_frame;external_user_view;auxiliary_modality
2026_q0162,Who put the roof on the gingerbread house?,a: Werner | b: Tien | c: Cathal | d: Florian,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0163,Who redistributed the contents of the garbage bins in the kitchen with their hands because they were too full?,a: Klaus | b: Onanong | c: Cathal | d: Florian,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view;static_room_source
2026_q0164,Who set the Christmas pudding on fire?,a: Stevan | b: Florian | c: Luca | d: Cathal,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0165,Who suggested turning the camera on during the potential power outage?,a: Cathal | b: Stevan | c: Florian | d: Allie,0,0,0,0,1,1,1,1,0,0,0,1,external_user_audio,external_user_audio;self_history;self_audio;self_short_clip;external_user_view
2026_q0166,Who was asked by Bjorn to chop the ginger finely?,a: Werner | b: Luca | c: Stevan | d: Tien,0,0,0,0,1,0,1,1,0,0,0,1,external_user_audio,external_user_audio;self_audio;external_user_view
2026_q0167,Who was controlling the laptop during the joint movie evening?,a: Allie | b: Cathal | c: Werner | d: Klaus,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0168,Who was driving Cathal's car on the morning of the first day?,a: Stevan | b: Bao | c: Allie | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0169,Who was not among the first round of people sitting down for breakfast on day 4?,a: Klaus | b: Luca | c: Bjorn | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0170,Who was not in the car with Cathal on Day 3?,a: Luca | b: Bao | c: Klaus | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0171,Who was peeling the potatoes for lunch on the third day?,a: Onanong | b: Bao | c: Linh | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0172,Who was sitting next to Allie in the car during the drive to the beach,a: Bao | b: Bjorn | c: Klaus | d: Linh,0,0,0,1,0,1,1,1,1,1,1,1,self_raw_frame,self_raw_frame;self_history;self_short_clip;external_user_view;auxiliary_modality
2026_q0173,Who was the first person to make coffee on the second day?,a: Klaus | b: Stevan | c: Werner | d: Luca,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0174,Who was the first person to unfold the green poker mat?,a: Allie | b: Stevan | c: Onanong | d: Cathal,0,1,0,0,0,1,1,1,1,1,0,1,self_raw_frame,self_raw_frame;self_history;external_user_view;auxiliary_modality
2026_q0175,Who was the first person to use the thermal camera after Luca brought it?,a: Klaus | b: Onanong | c: Werner | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0176,Who was the last one to add the choice for the dinner dish?,a: Bjorn | b: Werner | c: Allie | d: Onanong,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0177,Who was the last person to play the guitar on Day 2?,a: Allie | b: Onanong | c: Stevan | d: Cathal,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0178,Who was the second person to present slides at the workshop opening on the first day?,a: Klaus | b: Werner | c: Cathal | d: Luca,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;self_short_clip;external_user_view
2026_q0179,Who was throwing tomatoes into a frying pan,a: Luca | b: Werner | c: Cathal | d: Allie,0,0,0,0,0,0,1,1,0,0,0,1,self_caption,self_caption;external_user_view
2026_q0180,Who was wearing a blue top with white horizontal stripes?,a: Stevan | b: Allie | c: Tien | d: Onanong,0,1,0,0,0,0,1,1,1,1,0,1,self_raw_frame,self_raw_frame;external_user_view;auxiliary_modality
2026_q0181,Who was wearing a yellow dishcloth over their shoulder when taking out the trash?,a: Klaus | b: Allie | c: Stevan | d: Bjorn,0,1,0,1,0,1,1,1,1,1,1,1,self_raw_frame,self_raw_frame;self_history;self_short_clip;external_user_view;auxiliary_modality
2026_q0182,Who won the first game of chess played on the second day?,a: Klaus | b: Allie | c: Werner | d: Florian,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0183,Who won the first pull of a Christmas popper?,a: Florian | b: Allie | c: Klaus | d: Werner,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0184,Who won the first round of UNO?,a: Tien | b: Klaus | c: Bjorn | d: Allie,0,0,0,0,0,1,1,1,0,0,0,1,self_history,self_history;external_user_view
2026_q0185,Whose laptop did Florian use for preparing Happy Quiz?,a: Luca | b: Linh | c: Florian | d: Cathal,0,0,0,0,0,0,0,0,0,0,0,0,self_caption,self_caption
